Time (sec),"CH 1, ECG (mV)","CH40, Heart Rate (mV)"
5.609,0.00579834,62.2406639
5.61,0.00793457,62.2406639
5.611,0.009765625,62.2406639
5.612,0.01159668,62.2406639
5.613,0.013122559,62.2406639
5.614,0.014648438,62.2406639
5.615,0.016479492,62.2406639
5.616,0.018005371,62.2406639
5.617,0.020141602,62.2406639
5.618,0.022277832,62.2406639
5.619,0.024414063,62.2406639
5.62,0.026855469,62.2406639
5.621,0.029602051,62.2406639
5.622,0.032043457,62.2406639
5.623,0.034790039,62.2406639
5.624,0.037536621,62.2406639
5.625,0.040588379,62.2406639
5.626,0.043640137,62.2406639
5.627,0.046691895,62.2406639
5.628,0.049743652,62.2406639
5.629,0.05279541,62.2406639
5.63,0.055847168,62.2406639
5.631,0.05859375,62.2406639
5.632,0.061035156,62.2406639
5.633,0.063171387,62.2406639
5.634,0.065307617,62.2406639
5.635,0.067138672,62.2406639
5.636,0.068664551,62.2406639
5.637,0.07019043,62.2406639
5.638,0.071105957,62.2406639
5.639,0.071716309,62.2406639
5.64,0.07232666,62.2406639
5.641,0.072021484,62.2406639
5.642,0.071716309,62.2406639
5.643,0.070800781,62.2406639
5.644,0.069580078,62.2406639
5.645,0.068054199,62.2406639
5.646,0.06652832,62.2406639
5.647,0.065002441,62.2406639
5.648,0.063476563,62.2406639
5.649,0.061950684,62.2406639
5.65,0.060119629,62.2406639
5.651,0.057983398,62.2406639
5.652,0.055847168,62.2406639
5.653,0.053405762,62.2406639
5.654,0.05065918,62.2406639
5.655,0.047912598,62.2406639
5.656,0.045166016,62.2406639
5.657,0.042419434,62.2406639
5.658,0.039367676,62.2406639
5.659,0.036621094,62.2406639
5.66,0.033874512,62.2406639
5.661,0.03112793,62.2406639
5.662,0.028381348,62.2406639
5.663,0.02532959,62.2406639
5.664,0.021972656,62.2406639
5.665,0.018615723,62.2406639
5.666,0.014953613,62.2406639
5.667,0.011291504,62.2406639
5.668,0.007324219,62.2406639
5.669,0.003662109,62.2406639
5.67,-0.000305176,62.2406639
5.671,-0.003967285,62.2406639
5.672,-0.007629395,62.2406639
5.673,-0.010681152,62.2406639
5.674,-0.014038086,62.2406639
5.675,-0.017089844,62.2406639
5.676,-0.020141602,62.2406639
5.677,-0.023193359,62.2406639
5.678,-0.026245117,62.2406639
5.679,-0.028991699,62.2406639
5.68,-0.031738281,62.2406639
5.681,-0.033874512,62.2406639
5.682,-0.036010742,62.2406639
5.683,-0.037841797,62.2406639
5.684,-0.0390625,62.2406639
5.685,-0.040588379,62.2406639
5.686,-0.041809082,62.2406639
5.687,-0.043029785,62.2406639
5.688,-0.044250488,62.2406639
5.689,-0.045166016,62.2406639
5.69,-0.046081543,62.2406639
5.691,-0.04699707,62.2406639
5.692,-0.048217773,62.2406639
5.693,-0.049438477,62.2406639
5.694,-0.05065918,62.2406639
5.695,-0.052185059,62.2406639
5.696,-0.053100586,62.2406639
5.697,-0.054016113,62.2406639
5.698,-0.054626465,62.2406639
5.699,-0.055236816,62.2406639
5.7,-0.055847168,62.2406639
5.701,-0.056152344,62.2406639
5.702,-0.05645752,62.2406639
5.703,-0.056762695,62.2406639
5.704,-0.056762695,62.2406639
5.705,-0.056762695,62.2406639
5.706,-0.05645752,62.2406639
5.707,-0.056152344,62.2406639
5.708,-0.055541992,62.2406639
5.709,-0.055236816,62.2406639
5.71,-0.054626465,62.2406639
5.711,-0.054626465,62.2406639
5.712,-0.054321289,62.2406639
5.713,-0.054016113,62.2406639
5.714,-0.054016113,62.2406639
5.715,-0.054321289,62.2406639
5.716,-0.054626465,62.2406639
5.717,-0.055236816,62.2406639
5.718,-0.056152344,62.2406639
5.719,-0.057067871,62.2406639
5.72,-0.058288574,62.2406639
5.721,-0.059814453,62.2406639
5.722,-0.061340332,62.2406639
5.723,-0.062866211,62.2406639
5.724,-0.06439209,62.2406639
5.725,-0.065917969,62.2406639
5.726,-0.067138672,62.2406639
5.727,-0.068054199,62.2406639
5.728,-0.068664551,62.2406639
5.729,-0.069274902,62.2406639
5.73,-0.069885254,62.2406639
5.731,-0.07019043,62.2406639
5.732,-0.070495605,62.2406639
5.733,-0.070800781,62.2406639
5.734,-0.070800781,62.2406639
5.735,-0.070495605,62.2406639
5.736,-0.069885254,62.2406639
5.737,-0.069580078,62.2406639
5.738,-0.068969727,62.2406639
5.739,-0.068054199,62.2406639
5.74,-0.067138672,62.2406639
5.741,-0.066223145,62.2406639
5.742,-0.065612793,62.2406639
5.743,-0.065002441,62.2406639
5.744,-0.064697266,62.2406639
5.745,-0.064697266,62.2406639
5.746,-0.065307617,62.2406639
5.747,-0.06652832,62.2406639
5.748,-0.068359375,62.2406639
5.749,-0.071105957,62.2406639
5.75,-0.074462891,62.2406639
5.751,-0.079040527,62.2406639
5.752,-0.084838867,62.2406639
5.753,-0.091552734,62.2406639
5.754,-0.099487305,62.2406639
5.755,-0.108337402,62.2406639
5.756,-0.117797852,62.2406639
5.757,-0.127868652,62.2406639
5.758,-0.137634277,62.2406639
5.759,-0.147094727,62.2406639
5.76,-0.155639648,62.2406639
5.761,-0.163574219,62.2406639
5.762,-0.169677734,62.2406639
5.763,-0.174560547,62.2406639
5.764,-0.177001953,62.2406639
5.765,-0.177612305,62.2406639
5.766,-0.175170898,62.2406639
5.767,-0.169067383,62.2406639
5.768,-0.159301758,62.2406639
5.769,-0.145263672,62.2406639
5.77,-0.127258301,62.2406639
5.771,-0.104675293,62.2406639
5.772,-0.078125,62.2406639
5.773,-0.047302246,62.2406639
5.774,-0.012512207,62.2406639
5.775,0.025939941,62.2406639
5.776,0.068359375,62.2406639
5.777,0.114135742,62.2406639
5.778,0.163269043,62.2406639
5.779,0.215148926,62.2406639
5.78,0.268859863,62.2406639
5.781,0.323791504,62.2406639
5.782,0.379638672,62.2406639
5.783,0.436401367,62.2406639
5.784,0.493774414,62.2406639
5.785,0.550842285,62.2406639
5.786,0.607299805,62.2406639
5.787,0.662231445,62.2406639
5.788,0.715026855,62.2406639
5.789,0.765075684,62.2406639
5.79,0.812072754,62.2406639
5.791,0.856323242,62.2406639
5.792,0.897827148,62.2406639
5.793,0.936279297,62.2406639
5.794,0.971679688,62.2406639
5.795,1.003417969,62.2406639
5.796,1.030578613,62.2406639
5.797,1.052856445,62.2406639
5.798,1.069641113,62.2406639
5.799,1.08001709,62.2406639
5.8,1.083984375,62.2406639
5.801,1.081237793,62.2406639
5.802,1.071166992,62.2406639
5.803,1.053466797,62.2406639
5.804,1.028747559,62.2406639
5.805,0.996704102,62.2406639
5.806,0.957336426,62.2406639
5.807,0.910644531,62.2406639
5.808,0.856933594,62.2406639
5.809,0.797119141,65.78947368
5.81,0.731506348,65.78947368
5.811,0.661315918,65.78947368
5.812,0.587768555,65.78947368
5.813,0.512084961,65.78947368
5.814,0.436096191,65.78947368
5.815,0.361328125,65.78947368
5.816,0.288391113,65.78947368
5.817,0.218811035,65.78947368
5.818,0.153503418,65.78947368
5.819,0.093078613,65.78947368
5.82,0.038452148,65.78947368
5.821,-0.010375977,65.78947368
5.822,-0.05279541,65.78947368
5.823,-0.088500977,65.78947368
5.824,-0.117492676,65.78947368
5.825,-0.140075684,65.78947368
5.826,-0.15625,65.78947368
5.827,-0.167236328,65.78947368
5.828,-0.173339844,65.78947368
5.829,-0.175170898,65.78947368
5.83,-0.173950195,65.78947368
5.831,-0.170593262,65.78947368
5.832,-0.165100098,65.78947368
5.833,-0.158691406,65.78947368
5.834,-0.151672363,65.78947368
5.835,-0.144042969,65.78947368
5.836,-0.136108398,65.78947368
5.837,-0.12878418,65.78947368
5.838,-0.121765137,65.78947368
5.839,-0.115661621,65.78947368
5.84,-0.110473633,65.78947368
5.841,-0.106201172,65.78947368
5.842,-0.102844238,65.78947368
5.843,-0.100402832,65.78947368
5.844,-0.098876953,65.78947368
5.845,-0.098571777,65.78947368
5.846,-0.098876953,65.78947368
5.847,-0.09979248,65.78947368
5.848,-0.101318359,65.78947368
5.849,-0.102844238,65.78947368
5.85,-0.104675293,65.78947368
5.851,-0.106201172,65.78947368
5.852,-0.107727051,65.78947368
5.853,-0.10925293,65.78947368
5.854,-0.110168457,65.78947368
5.855,-0.111083984,65.78947368
5.856,-0.111694336,65.78947368
5.857,-0.111999512,65.78947368
5.858,-0.111999512,65.78947368
5.859,-0.11138916,65.78947368
5.86,-0.110473633,65.78947368
5.861,-0.10925293,65.78947368
5.862,-0.107727051,65.78947368
5.863,-0.106201172,65.78947368
5.864,-0.104980469,65.78947368
5.865,-0.103759766,65.78947368
5.866,-0.102844238,65.78947368
5.867,-0.101928711,65.78947368
5.868,-0.101318359,65.78947368
5.869,-0.100402832,65.78947368
5.87,-0.099487305,65.78947368
5.871,-0.098266602,65.78947368
5.872,-0.097045898,65.78947368
5.873,-0.095825195,65.78947368
5.874,-0.094909668,65.78947368
5.875,-0.093994141,65.78947368
5.876,-0.093383789,65.78947368
5.877,-0.093078613,65.78947368
5.878,-0.092468262,65.78947368
5.879,-0.09185791,65.78947368
5.88,-0.090942383,65.78947368
5.881,-0.089416504,65.78947368
5.882,-0.087890625,65.78947368
5.883,-0.086364746,65.78947368
5.884,-0.084838867,65.78947368
5.885,-0.083618164,65.78947368
5.886,-0.082702637,65.78947368
5.887,-0.081787109,65.78947368
5.888,-0.080871582,65.78947368
5.889,-0.08026123,65.78947368
5.89,-0.079345703,65.78947368
5.891,-0.078430176,65.78947368
5.892,-0.077209473,65.78947368
5.893,-0.075683594,65.78947368
5.894,-0.073852539,65.78947368
5.895,-0.071716309,65.78947368
5.896,-0.069885254,65.78947368
5.897,-0.068359375,65.78947368
5.898,-0.066223145,65.78947368
5.899,-0.06439209,65.78947368
5.9,-0.062255859,65.78947368
5.901,-0.059814453,65.78947368
5.902,-0.057678223,65.78947368
5.903,-0.055847168,65.78947368
5.904,-0.054016113,65.78947368
5.905,-0.052490234,65.78947368
5.906,-0.051879883,65.78947368
5.907,-0.052185059,65.78947368
5.908,-0.053100586,65.78947368
5.909,-0.054016113,65.78947368
5.91,-0.055541992,65.78947368
5.911,-0.057067871,65.78947368
5.912,-0.058898926,65.78947368
5.913,-0.06072998,65.78947368
5.914,-0.062866211,65.78947368
5.915,-0.064697266,65.78947368
5.916,-0.066833496,65.78947368
5.917,-0.068359375,65.78947368
5.918,-0.069580078,65.78947368
5.919,-0.07019043,65.78947368
5.92,-0.07019043,65.78947368
5.921,-0.069274902,65.78947368
5.922,-0.067749023,65.78947368
5.923,-0.065612793,65.78947368
5.924,-0.063171387,65.78947368
5.925,-0.06072998,65.78947368
5.926,-0.057678223,65.78947368
5.927,-0.054626465,65.78947368
5.928,-0.051574707,65.78947368
5.929,-0.048217773,65.78947368
5.93,-0.045166016,65.78947368
5.931,-0.042419434,65.78947368
5.932,-0.039978027,65.78947368
5.933,-0.038146973,65.78947368
5.934,-0.036315918,65.78947368
5.935,-0.035095215,65.78947368
5.936,-0.034484863,65.78947368
5.937,-0.034179688,65.78947368
5.938,-0.033874512,65.78947368
5.939,-0.033569336,65.78947368
5.94,-0.03326416,65.78947368
5.941,-0.032958984,65.78947368
5.942,-0.032958984,65.78947368
5.943,-0.03326416,65.78947368
5.944,-0.033569336,65.78947368
5.945,-0.034179688,65.78947368
5.946,-0.034790039,65.78947368
5.947,-0.035095215,65.78947368
5.948,-0.035095215,65.78947368
5.949,-0.034484863,65.78947368
5.95,-0.03326416,65.78947368
5.951,-0.032348633,65.78947368
5.952,-0.03112793,65.78947368
5.953,-0.029907227,65.78947368
5.954,-0.029296875,65.78947368
5.955,-0.028381348,65.78947368
5.956,-0.027160645,65.78947368
5.957,-0.025634766,65.78947368
5.958,-0.024108887,65.78947368
5.959,-0.021972656,65.78947368
5.96,-0.020141602,65.78947368
5.961,-0.017700195,65.78947368
5.962,-0.015563965,65.78947368
5.963,-0.013122559,65.78947368
5.964,-0.010986328,65.78947368
5.965,-0.009155273,65.78947368
5.966,-0.007019043,65.78947368
5.967,-0.005187988,65.78947368
5.968,-0.003051758,65.78947368
5.969,-0.001220703,65.78947368
5.97,0.000610352,65.78947368
5.971,0.00213623,65.78947368
5.972,0.004272461,65.78947368
5.973,0.006103516,65.78947368
5.974,0.00793457,65.78947368
5.975,0.009765625,65.78947368
5.976,0.01159668,65.78947368
5.977,0.013427734,65.78947368
5.978,0.015258789,65.78947368
5.979,0.017089844,65.78947368
5.98,0.018920898,65.78947368
5.981,0.020751953,65.78947368
5.982,0.021972656,65.78947368
5.983,0.023193359,65.78947368
5.984,0.023803711,65.78947368
5.985,0.024108887,65.78947368
5.986,0.024108887,65.78947368
5.987,0.024108887,65.78947368
5.988,0.024414063,65.78947368
5.989,0.025024414,65.78947368
5.99,0.025939941,65.78947368
5.991,0.026550293,65.78947368
5.992,0.02746582,65.78947368
5.993,0.027770996,65.78947368
5.994,0.028076172,65.78947368
5.995,0.028076172,65.78947368
5.996,0.028381348,65.78947368
5.997,0.028686523,65.78947368
5.998,0.028686523,65.78947368
5.999,0.029296875,65.78947368
6,0.029602051,65.78947368
6.001,0.030212402,65.78947368
6.002,0.030822754,65.78947368
6.003,0.03112793,65.78947368
6.004,0.031738281,65.78947368
6.005,0.032348633,65.78947368
6.006,0.03326416,65.78947368
6.007,0.034484863,65.78947368
6.008,0.036010742,65.78947368
6.009,0.037231445,65.78947368
6.01,0.038757324,65.78947368
6.011,0.040588379,65.78947368
6.012,0.042114258,65.78947368
6.013,0.043945313,65.78947368
6.014,0.045776367,65.78947368
6.015,0.048217773,65.78947368
6.016,0.05065918,65.78947368
6.017,0.053405762,65.78947368
6.018,0.05645752,65.78947368
6.019,0.059204102,65.78947368
6.02,0.061950684,65.78947368
6.021,0.064697266,65.78947368
6.022,0.067138672,65.78947368
6.023,0.069580078,65.78947368
6.024,0.07232666,65.78947368
6.025,0.074768066,65.78947368
6.026,0.077209473,65.78947368
6.027,0.079345703,65.78947368
6.028,0.081481934,65.78947368
6.029,0.083312988,65.78947368
6.03,0.084533691,65.78947368
6.031,0.085144043,65.78947368
6.032,0.085449219,65.78947368
6.033,0.085449219,65.78947368
6.034,0.085144043,65.78947368
6.035,0.084838867,65.78947368
6.036,0.084228516,65.78947368
6.037,0.083312988,65.78947368
6.038,0.081787109,65.78947368
6.039,0.08026123,65.78947368
6.04,0.078125,65.78947368
6.041,0.07598877,65.78947368
6.042,0.073547363,65.78947368
6.043,0.071716309,65.78947368
6.044,0.069580078,65.78947368
6.045,0.067749023,65.78947368
6.046,0.066223145,65.78947368
6.047,0.065002441,65.78947368
6.048,0.06439209,65.78947368
6.049,0.064086914,65.78947368
6.05,0.064086914,65.78947368
6.051,0.064697266,65.78947368
6.052,0.065612793,65.78947368
6.053,0.06652832,65.78947368
6.054,0.067443848,65.78947368
6.055,0.068359375,65.78947368
6.056,0.069274902,65.78947368
6.057,0.069885254,65.78947368
6.058,0.070495605,65.78947368
6.059,0.071105957,65.78947368
6.06,0.071411133,65.78947368
6.061,0.071716309,65.78947368
6.062,0.071716309,65.78947368
6.063,0.071411133,65.78947368
6.064,0.07019043,65.78947368
6.065,0.068664551,65.78947368
6.066,0.066833496,65.78947368
6.067,0.064697266,65.78947368
6.068,0.062255859,65.78947368
6.069,0.059204102,65.78947368
6.07,0.055847168,65.78947368
6.071,0.052185059,65.78947368
6.072,0.048217773,65.78947368
6.073,0.043945313,65.78947368
6.074,0.039367676,65.78947368
6.075,0.034484863,65.78947368
6.076,0.029602051,65.78947368
6.077,0.024414063,65.78947368
6.078,0.019226074,65.78947368
6.079,0.01373291,65.78947368
6.08,0.008239746,65.78947368
6.081,0.002746582,65.78947368
6.082,-0.002746582,65.78947368
6.083,-0.00793457,65.78947368
6.084,-0.012817383,65.78947368
6.085,-0.017700195,65.78947368
6.086,-0.021972656,65.78947368
6.087,-0.026245117,65.78947368
6.088,-0.029907227,65.78947368
6.089,-0.033569336,65.78947368
6.09,-0.037231445,65.78947368
6.091,-0.040588379,65.78947368
6.092,-0.043640137,65.78947368
6.093,-0.046691895,65.78947368
6.094,-0.049743652,65.78947368
6.095,-0.052490234,65.78947368
6.096,-0.055236816,65.78947368
6.097,-0.057983398,65.78947368
6.098,-0.06072998,65.78947368
6.099,-0.063476563,65.78947368
6.1,-0.065612793,65.78947368
6.101,-0.067749023,65.78947368
6.102,-0.069580078,65.78947368
6.103,-0.071716309,65.78947368
6.104,-0.073852539,65.78947368
6.105,-0.07598877,65.78947368
6.106,-0.078430176,65.78947368
6.107,-0.080566406,65.78947368
6.108,-0.083007813,65.78947368
6.109,-0.085754395,65.78947368
6.11,-0.088195801,65.78947368
6.111,-0.090942383,65.78947368
6.112,-0.093688965,65.78947368
6.113,-0.096435547,65.78947368
6.114,-0.098876953,65.78947368
6.115,-0.101318359,65.78947368
6.116,-0.103149414,65.78947368
6.117,-0.104980469,65.78947368
6.118,-0.106506348,65.78947368
6.119,-0.107727051,65.78947368
6.12,-0.10925293,65.78947368
6.121,-0.110168457,65.78947368
6.122,-0.110778809,65.78947368
6.123,-0.111083984,65.78947368
6.124,-0.110778809,65.78947368
6.125,-0.110473633,65.78947368
6.126,-0.109863281,65.78947368
6.127,-0.108642578,65.78947368
6.128,-0.107421875,65.78947368
6.129,-0.105895996,65.78947368
6.13,-0.104370117,65.78947368
6.131,-0.102844238,65.78947368
6.132,-0.101623535,65.78947368
6.133,-0.100402832,65.78947368
6.134,-0.099487305,65.78947368
6.135,-0.098571777,65.78947368
6.136,-0.097961426,65.78947368
6.137,-0.097351074,65.78947368
6.138,-0.097351074,65.78947368
6.139,-0.097045898,65.78947368
6.14,-0.097045898,65.78947368
6.141,-0.096740723,65.78947368
6.142,-0.096740723,65.78947368
6.143,-0.096435547,65.78947368
6.144,-0.096130371,65.78947368
6.145,-0.095825195,65.78947368
6.146,-0.09552002,65.78947368
6.147,-0.095214844,65.78947368
6.148,-0.095214844,65.78947368
6.149,-0.094909668,65.78947368
6.15,-0.094604492,65.78947368
6.151,-0.094299316,65.78947368
6.152,-0.094299316,65.78947368
6.153,-0.093994141,65.78947368
6.154,-0.093688965,65.78947368
6.155,-0.092773438,65.78947368
6.156,-0.09185791,65.78947368
6.157,-0.090942383,65.78947368
6.158,-0.090026855,65.78947368
6.159,-0.088806152,65.78947368
6.16,-0.087890625,65.78947368
6.161,-0.086669922,65.78947368
6.162,-0.085449219,65.78947368
6.163,-0.084228516,65.78947368
6.164,-0.083312988,65.78947368
6.165,-0.082092285,65.78947368
6.166,-0.081176758,65.78947368
6.167,-0.079956055,65.78947368
6.168,-0.079040527,65.78947368
6.169,-0.078125,65.78947368
6.17,-0.077209473,65.78947368
6.171,-0.076904297,65.78947368
6.172,-0.076599121,65.78947368
6.173,-0.076599121,65.78947368
6.174,-0.076599121,65.78947368
6.175,-0.077209473,65.78947368
6.176,-0.077819824,65.78947368
6.177,-0.078430176,65.78947368
6.178,-0.079345703,65.78947368
6.179,-0.08026123,65.78947368
6.18,-0.080871582,65.78947368
6.181,-0.081481934,65.78947368
6.182,-0.082092285,65.78947368
6.183,-0.082092285,65.78947368
6.184,-0.081787109,65.78947368
6.185,-0.081176758,65.78947368
6.186,-0.08026123,65.78947368
6.187,-0.079345703,65.78947368
6.188,-0.078125,65.78947368
6.189,-0.076904297,65.78947368
6.19,-0.075378418,65.78947368
6.191,-0.073852539,65.78947368
6.192,-0.072937012,65.78947368
6.193,-0.07232666,65.78947368
6.194,-0.071716309,65.78947368
6.195,-0.071411133,65.78947368
6.196,-0.071105957,65.78947368
6.197,-0.070800781,65.78947368
6.198,-0.070800781,65.78947368
6.199,-0.071411133,65.78947368
6.2,-0.072021484,65.78947368
6.201,-0.072631836,65.78947368
6.202,-0.073547363,65.78947368
6.203,-0.074462891,65.78947368
6.204,-0.075073242,65.78947368
6.205,-0.075378418,65.78947368
6.206,-0.075378418,65.78947368
6.207,-0.075073242,65.78947368
6.208,-0.074768066,65.78947368
6.209,-0.074157715,65.78947368
6.21,-0.073547363,65.78947368
6.211,-0.072631836,65.78947368
6.212,-0.071105957,65.78947368
6.213,-0.069580078,65.78947368
6.214,-0.067749023,65.78947368
6.215,-0.065917969,65.78947368
6.216,-0.06439209,65.78947368
6.217,-0.062866211,65.78947368
6.218,-0.061645508,65.78947368
6.219,-0.061035156,65.78947368
6.22,-0.06072998,65.78947368
6.221,-0.06072998,65.78947368
6.222,-0.061035156,65.78947368
6.223,-0.061340332,65.78947368
6.224,-0.061645508,65.78947368
6.225,-0.061950684,65.78947368
6.226,-0.062255859,65.78947368
6.227,-0.062561035,65.78947368
6.228,-0.062866211,65.78947368
6.229,-0.063171387,65.78947368
6.23,-0.063476563,65.78947368
6.231,-0.063476563,65.78947368
6.232,-0.063476563,65.78947368
6.233,-0.063171387,65.78947368
6.234,-0.062561035,65.78947368
6.235,-0.061950684,65.78947368
6.236,-0.061340332,65.78947368
6.237,-0.06072998,65.78947368
6.238,-0.060424805,65.78947368
6.239,-0.059814453,65.78947368
6.24,-0.058898926,65.78947368
6.241,-0.058288574,65.78947368
6.242,-0.057373047,65.78947368
6.243,-0.05645752,65.78947368
6.244,-0.055847168,65.78947368
6.245,-0.055236816,65.78947368
6.246,-0.054931641,65.78947368
6.247,-0.054931641,65.78947368
6.248,-0.055236816,65.78947368
6.249,-0.055847168,65.78947368
6.25,-0.056152344,65.78947368
6.251,-0.056762695,65.78947368
6.252,-0.057373047,65.78947368
6.253,-0.057678223,65.78947368
6.254,-0.057983398,65.78947368
6.255,-0.058288574,65.78947368
6.256,-0.058288574,65.78947368
6.257,-0.058288574,65.78947368
6.258,-0.057983398,65.78947368
6.259,-0.057373047,65.78947368
6.26,-0.056762695,65.78947368
6.261,-0.055541992,65.78947368
6.262,-0.054321289,65.78947368
6.263,-0.053710938,65.78947368
6.264,-0.053100586,65.78947368
6.265,-0.05279541,65.78947368
6.266,-0.05279541,65.78947368
6.267,-0.053100586,65.78947368
6.268,-0.053100586,65.78947368
6.269,-0.053405762,65.78947368
6.27,-0.053710938,65.78947368
6.271,-0.054321289,65.78947368
6.272,-0.054931641,65.78947368
6.273,-0.055541992,65.78947368
6.274,-0.056152344,65.78947368
6.275,-0.057067871,65.78947368
6.276,-0.057983398,65.78947368
6.277,-0.058898926,65.78947368
6.278,-0.059814453,65.78947368
6.279,-0.06072998,65.78947368
6.28,-0.061340332,65.78947368
6.281,-0.061950684,65.78947368
6.282,-0.062255859,65.78947368
6.283,-0.062255859,65.78947368
6.284,-0.062561035,65.78947368
6.285,-0.062561035,65.78947368
6.286,-0.062561035,65.78947368
6.287,-0.062255859,65.78947368
6.288,-0.061645508,65.78947368
6.289,-0.061035156,65.78947368
6.29,-0.060119629,65.78947368
6.291,-0.059204102,65.78947368
6.292,-0.05859375,65.78947368
6.293,-0.058288574,65.78947368
6.294,-0.057983398,65.78947368
6.295,-0.057678223,65.78947368
6.296,-0.057067871,65.78947368
6.297,-0.056762695,65.78947368
6.298,-0.056152344,65.78947368
6.299,-0.055847168,65.78947368
6.3,-0.055541992,65.78947368
6.301,-0.055541992,65.78947368
6.302,-0.055847168,65.78947368
6.303,-0.056762695,65.78947368
6.304,-0.057983398,65.78947368
6.305,-0.059204102,65.78947368
6.306,-0.060424805,65.78947368
6.307,-0.061645508,65.78947368
6.308,-0.063171387,65.78947368
6.309,-0.064697266,65.78947368
6.31,-0.066223145,65.78947368
6.311,-0.067749023,65.78947368
6.312,-0.068664551,65.78947368
6.313,-0.069274902,65.78947368
6.314,-0.069580078,65.78947368
6.315,-0.069274902,65.78947368
6.316,-0.068664551,65.78947368
6.317,-0.067749023,65.78947368
6.318,-0.066223145,65.78947368
6.319,-0.06439209,65.78947368
6.32,-0.062255859,65.78947368
6.321,-0.060424805,65.78947368
6.322,-0.05859375,65.78947368
6.323,-0.057067871,65.78947368
6.324,-0.055236816,65.78947368
6.325,-0.054016113,65.78947368
6.326,-0.053100586,65.78947368
6.327,-0.051879883,65.78947368
6.328,-0.050964355,65.78947368
6.329,-0.050048828,65.78947368
6.33,-0.049743652,65.78947368
6.331,-0.049743652,65.78947368
6.332,-0.050048828,65.78947368
6.333,-0.05065918,65.78947368
6.334,-0.051269531,65.78947368
6.335,-0.052185059,65.78947368
6.336,-0.053100586,65.78947368
6.337,-0.053710938,65.78947368
6.338,-0.054626465,65.78947368
6.339,-0.055541992,65.78947368
6.34,-0.056152344,65.78947368
6.341,-0.057067871,65.78947368
6.342,-0.057678223,65.78947368
6.343,-0.058288574,65.78947368
6.344,-0.058898926,65.78947368
6.345,-0.059204102,65.78947368
6.346,-0.060119629,65.78947368
6.347,-0.061035156,65.78947368
6.348,-0.061645508,65.78947368
6.349,-0.062255859,65.78947368
6.35,-0.062561035,65.78947368
6.351,-0.062255859,65.78947368
6.352,-0.061645508,65.78947368
6.353,-0.06072998,65.78947368
6.354,-0.059814453,65.78947368
6.355,-0.058898926,65.78947368
6.356,-0.057983398,65.78947368
6.357,-0.057067871,65.78947368
6.358,-0.05645752,65.78947368
6.359,-0.056152344,65.78947368
6.36,-0.055847168,65.78947368
6.361,-0.055541992,65.78947368
6.362,-0.055236816,65.78947368
6.363,-0.055236816,65.78947368
6.364,-0.055541992,65.78947368
6.365,-0.055847168,65.78947368
6.366,-0.056152344,65.78947368
6.367,-0.056762695,65.78947368
6.368,-0.057373047,65.78947368
6.369,-0.057983398,65.78947368
6.37,-0.05859375,65.78947368
6.371,-0.059509277,65.78947368
6.372,-0.060424805,65.78947368
6.373,-0.061035156,65.78947368
6.374,-0.061340332,65.78947368
6.375,-0.061950684,65.78947368
6.376,-0.061950684,65.78947368
6.377,-0.062255859,65.78947368
6.378,-0.061950684,65.78947368
6.379,-0.061340332,65.78947368
6.38,-0.06072998,65.78947368
6.381,-0.060119629,65.78947368
6.382,-0.059509277,65.78947368
6.383,-0.059204102,65.78947368
6.384,-0.059204102,65.78947368
6.385,-0.059204102,65.78947368
6.386,-0.059509277,65.78947368
6.387,-0.059509277,65.78947368
6.388,-0.059509277,65.78947368
6.389,-0.059509277,65.78947368
6.39,-0.058898926,65.78947368
6.391,-0.05859375,65.78947368
6.392,-0.058288574,65.78947368
6.393,-0.057983398,65.78947368
6.394,-0.057678223,65.78947368
6.395,-0.057373047,65.78947368
6.396,-0.057067871,65.78947368
6.397,-0.05645752,65.78947368
6.398,-0.055847168,65.78947368
6.399,-0.054931641,65.78947368
6.4,-0.054321289,65.78947368
6.401,-0.053710938,65.78947368
6.402,-0.053100586,65.78947368
6.403,-0.05279541,65.78947368
6.404,-0.052185059,65.78947368
6.405,-0.051879883,65.78947368
6.406,-0.051574707,65.78947368
6.407,-0.051269531,65.78947368
6.408,-0.051269531,65.78947368
6.409,-0.051269531,65.78947368
6.41,-0.051269531,65.78947368
6.411,-0.050964355,65.78947368
6.412,-0.05065918,65.78947368
6.413,-0.050354004,65.78947368
6.414,-0.049743652,65.78947368
6.415,-0.049133301,65.78947368
6.416,-0.048217773,65.78947368
6.417,-0.047302246,65.78947368
6.418,-0.046691895,65.78947368
6.419,-0.046386719,65.78947368
6.42,-0.046386719,65.78947368
6.421,-0.046081543,65.78947368
6.422,-0.045776367,65.78947368
6.423,-0.045776367,65.78947368
6.424,-0.045776367,65.78947368
6.425,-0.046386719,65.78947368
6.426,-0.04699707,65.78947368
6.427,-0.047912598,65.78947368
6.428,-0.048522949,65.78947368
6.429,-0.049438477,65.78947368
6.43,-0.050354004,65.78947368
6.431,-0.051574707,65.78947368
6.432,-0.052490234,65.78947368
6.433,-0.053100586,65.78947368
6.434,-0.054016113,65.78947368
6.435,-0.054321289,65.78947368
6.436,-0.054931641,65.78947368
6.437,-0.055236816,65.78947368
6.438,-0.055541992,65.78947368
6.439,-0.055847168,65.78947368
6.44,-0.056152344,65.78947368
6.441,-0.056152344,65.78947368
6.442,-0.055847168,65.78947368
