Time (sec),"CH 1, ECG (mV)","CH40, Heart Rate (mV)"
12.993,0.068664551,56.17977528
12.994,0.071105957,56.17977528
12.995,0.073242188,56.17977528
12.996,0.075073242,56.17977528
12.997,0.076904297,56.17977528
12.998,0.078735352,56.17977528
12.999,0.08026123,56.17977528
13,0.081481934,56.17977528
13.001,0.082397461,56.17977528
13.002,0.083007813,56.17977528
13.003,0.08392334,56.17977528
13.004,0.084533691,56.17977528
13.005,0.084838867,56.17977528
13.006,0.085449219,56.17977528
13.007,0.085449219,56.17977528
13.008,0.08605957,56.17977528
13.009,0.086364746,56.17977528
13.01,0.086669922,56.17977528
13.011,0.086975098,56.17977528
13.012,0.087585449,56.17977528
13.013,0.088195801,56.17977528
13.014,0.089111328,56.17977528
13.015,0.090332031,56.17977528
13.016,0.091247559,56.17977528
13.017,0.092468262,56.17977528
13.018,0.093078613,56.17977528
13.019,0.093688965,56.17977528
13.02,0.093994141,56.17977528
13.021,0.094604492,56.17977528
13.022,0.094604492,56.17977528
13.023,0.094604492,56.17977528
13.024,0.094604492,56.17977528
13.025,0.094299316,56.17977528
13.026,0.094299316,56.17977528
13.027,0.093688965,56.17977528
13.028,0.093383789,56.17977528
13.029,0.092773438,56.17977528
13.03,0.092163086,56.17977528
13.031,0.091552734,56.17977528
13.032,0.091247559,56.17977528
13.033,0.090942383,56.17977528
13.034,0.090637207,56.17977528
13.035,0.090026855,56.17977528
13.036,0.089416504,56.17977528
13.037,0.088806152,56.17977528
13.038,0.087890625,56.17977528
13.039,0.086669922,56.17977528
13.04,0.085449219,56.17977528
13.041,0.084228516,56.17977528
13.042,0.083312988,56.17977528
13.043,0.081787109,56.17977528
13.044,0.08026123,56.17977528
13.045,0.078430176,56.17977528
13.046,0.076293945,56.17977528
13.047,0.074157715,56.17977528
13.048,0.071716309,56.17977528
13.049,0.068969727,56.17977528
13.05,0.065917969,56.17977528
13.051,0.062866211,56.17977528
13.052,0.059814453,56.17977528
13.053,0.056152344,56.17977528
13.054,0.051879883,56.17977528
13.055,0.046691895,56.17977528
13.056,0.04119873,56.17977528
13.057,0.035705566,56.17977528
13.058,0.030212402,56.17977528
13.059,0.024719238,56.17977528
13.06,0.018920898,56.17977528
13.061,0.013122559,56.17977528
13.062,0.007019043,56.17977528
13.063,0.000915527,56.17977528
13.064,-0.005187988,56.17977528
13.065,-0.011291504,56.17977528
13.066,-0.017089844,56.17977528
13.067,-0.022583008,56.17977528
13.068,-0.028076172,56.17977528
13.069,-0.03326416,56.17977528
13.07,-0.037841797,56.17977528
13.071,-0.042114258,56.17977528
13.072,-0.045776367,56.17977528
13.073,-0.048828125,56.17977528
13.074,-0.051574707,56.17977528
13.075,-0.053710938,56.17977528
13.076,-0.055541992,56.17977528
13.077,-0.057373047,56.17977528
13.078,-0.059204102,56.17977528
13.079,-0.06072998,56.17977528
13.08,-0.062561035,56.17977528
13.081,-0.064086914,56.17977528
13.082,-0.065612793,56.17977528
13.083,-0.067138672,56.17977528
13.084,-0.068969727,56.17977528
13.085,-0.070495605,56.17977528
13.086,-0.07232666,56.17977528
13.087,-0.074157715,56.17977528
13.088,-0.076293945,56.17977528
13.089,-0.078430176,56.17977528
13.09,-0.080871582,56.17977528
13.091,-0.083312988,56.17977528
13.092,-0.08605957,56.17977528
13.093,-0.088806152,56.17977528
13.094,-0.091552734,56.17977528
13.095,-0.094299316,56.17977528
13.096,-0.097045898,56.17977528
13.097,-0.099182129,56.17977528
13.098,-0.101318359,56.17977528
13.099,-0.103149414,56.17977528
13.1,-0.104675293,56.17977528
13.101,-0.105895996,56.17977528
13.102,-0.106506348,56.17977528
13.103,-0.106811523,56.17977528
13.104,-0.106811523,56.17977528
13.105,-0.106811523,56.17977528
13.106,-0.106506348,56.17977528
13.107,-0.105895996,56.17977528
13.108,-0.104980469,56.17977528
13.109,-0.104064941,56.17977528
13.11,-0.103149414,56.17977528
13.111,-0.101623535,56.17977528
13.112,-0.100402832,56.17977528
13.113,-0.098876953,56.17977528
13.114,-0.09765625,56.17977528
13.115,-0.096740723,56.17977528
13.116,-0.096435547,56.17977528
13.117,-0.096435547,56.17977528
13.118,-0.097045898,56.17977528
13.119,-0.097351074,56.17977528
13.12,-0.097961426,56.17977528
13.121,-0.098571777,56.17977528
13.122,-0.099487305,56.17977528
13.123,-0.100097656,56.17977528
13.124,-0.100708008,56.17977528
13.125,-0.101013184,56.17977528
13.126,-0.101623535,56.17977528
13.127,-0.101623535,56.17977528
13.128,-0.101623535,56.17977528
13.129,-0.101318359,56.17977528
13.13,-0.100708008,56.17977528
13.131,-0.09979248,56.17977528
13.132,-0.098876953,56.17977528
13.133,-0.09765625,56.17977528
13.134,-0.096130371,56.17977528
13.135,-0.094604492,56.17977528
13.136,-0.093078613,56.17977528
13.137,-0.091552734,56.17977528
13.138,-0.090332031,56.17977528
13.139,-0.088806152,56.17977528
13.14,-0.087890625,56.17977528
13.141,-0.086669922,56.17977528
13.142,-0.085754395,56.17977528
13.143,-0.084838867,56.17977528
13.144,-0.08392334,56.17977528
13.145,-0.083618164,56.17977528
13.146,-0.083007813,56.17977528
13.147,-0.083007813,56.17977528
13.148,-0.082702637,56.17977528
13.149,-0.082397461,56.17977528
13.15,-0.082092285,56.17977528
13.151,-0.081481934,56.17977528
13.152,-0.080871582,56.17977528
13.153,-0.08026123,56.17977528
13.154,-0.079345703,56.17977528
13.155,-0.078735352,56.17977528
13.156,-0.078125,56.17977528
13.157,-0.077209473,56.17977528
13.158,-0.076293945,56.17977528
13.159,-0.075073242,56.17977528
13.16,-0.074157715,56.17977528
13.161,-0.072937012,56.17977528
13.162,-0.072021484,56.17977528
13.163,-0.070800781,56.17977528
13.164,-0.07019043,56.17977528
13.165,-0.069580078,56.17977528
13.166,-0.069580078,56.17977528
13.167,-0.069274902,56.17977528
13.168,-0.069274902,56.17977528
13.169,-0.069274902,56.17977528
13.17,-0.069580078,56.17977528
13.171,-0.07019043,56.17977528
13.172,-0.071105957,56.17977528
13.173,-0.07232666,56.17977528
13.174,-0.073547363,56.17977528
13.175,-0.075073242,56.17977528
13.176,-0.07598877,56.17977528
13.177,-0.077209473,56.17977528
13.178,-0.078125,56.17977528
13.179,-0.079040527,56.17977528
13.18,-0.079345703,56.17977528
13.181,-0.079345703,56.17977528
13.182,-0.079345703,56.17977528
13.183,-0.079040527,56.17977528
13.184,-0.078735352,56.17977528
13.185,-0.078430176,56.17977528
13.186,-0.077819824,56.17977528
13.187,-0.076599121,56.17977528
13.188,-0.075378418,56.17977528
13.189,-0.073852539,56.17977528
13.19,-0.07232666,56.17977528
13.191,-0.071105957,56.17977528
13.192,-0.069885254,56.17977528
13.193,-0.068969727,56.17977528
13.194,-0.068359375,56.17977528
13.195,-0.067749023,56.17977528
13.196,-0.067138672,56.17977528
13.197,-0.067138672,56.17977528
13.198,-0.067138672,56.17977528
13.199,-0.067443848,56.17977528
13.2,-0.067749023,56.17977528
13.201,-0.068359375,56.17977528
13.202,-0.068359375,56.17977528
13.203,-0.068664551,56.17977528
13.204,-0.068969727,56.17977528
13.205,-0.069274902,56.17977528
13.206,-0.069274902,56.17977528
13.207,-0.068969727,56.17977528
13.208,-0.068359375,56.17977528
13.209,-0.067443848,56.17977528
13.21,-0.066223145,56.17977528
13.211,-0.065002441,56.17977528
13.212,-0.063781738,56.17977528
13.213,-0.062561035,56.17977528
13.214,-0.061035156,56.17977528
13.215,-0.059509277,56.17977528
13.216,-0.057983398,56.17977528
13.217,-0.05645752,56.17977528
13.218,-0.054931641,56.17977528
13.219,-0.053710938,56.17977528
13.22,-0.052490234,56.17977528
13.221,-0.051574707,56.17977528
13.222,-0.05065918,56.17977528
13.223,-0.050354004,56.17977528
13.224,-0.050048828,56.17977528
13.225,-0.049743652,56.17977528
13.226,-0.049743652,56.17977528
13.227,-0.050048828,56.17977528
13.228,-0.050354004,56.17977528
13.229,-0.05065918,56.17977528
13.23,-0.051269531,56.17977528
13.231,-0.051574707,56.17977528
13.232,-0.052185059,56.17977528
13.233,-0.053100586,56.17977528
13.234,-0.053710938,56.17977528
13.235,-0.054016113,56.17977528
13.236,-0.054016113,56.17977528
13.237,-0.054016113,56.17977528
13.238,-0.054321289,56.17977528
13.239,-0.054321289,56.17977528
13.24,-0.054931641,56.17977528
13.241,-0.055236816,56.17977528
13.242,-0.055847168,56.17977528
13.243,-0.056152344,56.17977528
13.244,-0.05645752,56.17977528
13.245,-0.05645752,56.17977528
13.246,-0.05645752,56.17977528
13.247,-0.055847168,56.17977528
13.248,-0.055541992,56.17977528
13.249,-0.054626465,56.17977528
13.25,-0.054016113,56.17977528
13.251,-0.053100586,56.17977528
13.252,-0.052490234,56.17977528
13.253,-0.051574707,56.17977528
13.254,-0.050964355,56.17977528
13.255,-0.050048828,56.17977528
13.256,-0.048828125,56.17977528
13.257,-0.047912598,56.17977528
13.258,-0.047302246,56.17977528
13.259,-0.046691895,56.17977528
13.26,-0.046386719,56.17977528
13.261,-0.046691895,56.17977528
13.262,-0.04699707,56.17977528
13.263,-0.047302246,56.17977528
13.264,-0.047912598,56.17977528
13.265,-0.048522949,56.17977528
13.266,-0.049438477,56.17977528
13.267,-0.050354004,56.17977528
13.268,-0.051574707,56.17977528
13.269,-0.053100586,56.17977528
13.27,-0.054626465,56.17977528
13.271,-0.055847168,56.17977528
13.272,-0.056762695,56.17977528
13.273,-0.057373047,56.17977528
13.274,-0.057373047,56.17977528
13.275,-0.057067871,56.17977528
13.276,-0.05645752,56.17977528
13.277,-0.056152344,56.17977528
13.278,-0.055847168,56.17977528
13.279,-0.055541992,56.17977528
13.28,-0.055236816,56.17977528
13.281,-0.054931641,56.17977528
13.282,-0.054321289,56.17977528
13.283,-0.053405762,56.17977528
13.284,-0.052490234,56.17977528
13.285,-0.051879883,56.17977528
13.286,-0.051269531,56.17977528
13.287,-0.050964355,56.17977528
13.288,-0.05065918,56.17977528
13.289,-0.050964355,56.17977528
13.29,-0.051574707,56.17977528
13.291,-0.052490234,56.17977528
13.292,-0.053100586,56.17977528
13.293,-0.054016113,56.17977528
13.294,-0.054626465,56.17977528
13.295,-0.055236816,56.17977528
13.296,-0.055541992,56.17977528
13.297,-0.055541992,56.17977528
13.298,-0.055541992,56.17977528
13.299,-0.055541992,56.17977528
13.3,-0.055541992,56.17977528
13.301,-0.055847168,56.17977528
13.302,-0.055847168,56.17977528
13.303,-0.055847168,56.17977528
13.304,-0.055847168,56.17977528
13.305,-0.055541992,56.17977528
13.306,-0.054931641,56.17977528
13.307,-0.054321289,56.17977528
13.308,-0.053405762,56.17977528
13.309,-0.052490234,56.17977528
13.31,-0.051879883,56.17977528
13.311,-0.051574707,56.17977528
13.312,-0.051269531,56.17977528
13.313,-0.051269531,56.17977528
13.314,-0.051574707,56.17977528
13.315,-0.051879883,56.17977528
13.316,-0.052185059,56.17977528
13.317,-0.052185059,56.17977528
13.318,-0.052185059,56.17977528
13.319,-0.051879883,56.17977528
13.32,-0.051269531,56.17977528
13.321,-0.05065918,56.17977528
13.322,-0.050354004,56.17977528
13.323,-0.050048828,56.17977528
13.324,-0.049743652,56.17977528
13.325,-0.049438477,56.17977528
13.326,-0.049133301,56.17977528
13.327,-0.048828125,56.17977528
13.328,-0.048217773,56.17977528
13.329,-0.047607422,56.17977528
13.33,-0.046691895,56.17977528
13.331,-0.046081543,56.17977528
13.332,-0.045166016,56.17977528
13.333,-0.044555664,56.17977528
13.334,-0.044250488,56.17977528
13.335,-0.044250488,56.17977528
13.336,-0.044250488,56.17977528
13.337,-0.04486084,56.17977528
13.338,-0.045166016,56.17977528
13.339,-0.046081543,56.17977528
13.34,-0.046691895,56.17977528
13.341,-0.047302246,56.17977528
13.342,-0.047607422,56.17977528
13.343,-0.048217773,56.17977528
13.344,-0.048828125,56.17977528
13.345,-0.049438477,56.17977528
13.346,-0.049743652,56.17977528
13.347,-0.050354004,56.17977528
13.348,-0.05065918,56.17977528
13.349,-0.050964355,56.17977528
13.35,-0.050964355,56.17977528
13.351,-0.050964355,56.17977528
13.352,-0.050964355,56.17977528
13.353,-0.05065918,56.17977528
13.354,-0.050354004,56.17977528
13.355,-0.050048828,56.17977528
13.356,-0.049743652,56.17977528
13.357,-0.049133301,56.17977528
13.358,-0.048828125,56.17977528
13.359,-0.048522949,56.17977528
13.36,-0.047912598,56.17977528
13.361,-0.047607422,56.17977528
13.362,-0.047607422,56.17977528
13.363,-0.047302246,56.17977528
13.364,-0.047302246,56.17977528
13.365,-0.047302246,56.17977528
13.366,-0.047302246,56.17977528
13.367,-0.047607422,56.17977528
13.368,-0.047607422,56.17977528
13.369,-0.047302246,56.17977528
13.37,-0.04699707,56.17977528
13.371,-0.046386719,56.17977528
13.372,-0.045471191,56.17977528
13.373,-0.044250488,56.17977528
13.374,-0.042724609,56.17977528
13.375,-0.04119873,56.17977528
13.376,-0.039367676,56.17977528
13.377,-0.037841797,56.17977528
13.378,-0.036315918,56.17977528
13.379,-0.035095215,56.17977528
13.38,-0.034484863,56.17977528
13.381,-0.033874512,56.17977528
13.382,-0.033569336,56.17977528
13.383,-0.033569336,56.17977528
13.384,-0.033569336,56.17977528
13.385,-0.033874512,56.17977528
13.386,-0.034179688,56.17977528
13.387,-0.035400391,56.17977528
13.388,-0.036621094,56.17977528
13.389,-0.037841797,56.17977528
13.39,-0.039367676,56.17977528
13.391,-0.040588379,56.17977528
13.392,-0.041809082,56.17977528
13.393,-0.042724609,56.17977528
13.394,-0.043640137,56.17977528
13.395,-0.044250488,56.17977528
13.396,-0.044555664,56.17977528
13.397,-0.04486084,56.17977528
13.398,-0.044555664,56.17977528
13.399,-0.043640137,56.17977528
13.4,-0.042724609,56.17977528
13.401,-0.041503906,56.17977528
13.402,-0.040283203,56.17977528
13.403,-0.0390625,56.17977528
13.404,-0.037841797,56.17977528
13.405,-0.036621094,56.17977528
13.406,-0.035400391,56.17977528
13.407,-0.034179688,56.17977528
13.408,-0.03326416,56.17977528
13.409,-0.032043457,56.17977528
13.41,-0.03112793,56.17977528
13.411,-0.030517578,56.17977528
13.412,-0.030212402,56.17977528
13.413,-0.030212402,56.17977528
13.414,-0.030517578,56.17977528
13.415,-0.030517578,56.17977528
13.416,-0.030517578,56.17977528
13.417,-0.030517578,56.17977528
13.418,-0.030212402,56.17977528
13.419,-0.029907227,56.17977528
13.42,-0.029602051,56.17977528
13.421,-0.029296875,56.17977528
13.422,-0.029296875,56.17977528
13.423,-0.029602051,56.17977528
13.424,-0.029602051,56.17977528
13.425,-0.029602051,56.17977528
13.426,-0.028991699,56.17977528
13.427,-0.028381348,56.17977528
13.428,-0.02746582,56.17977528
13.429,-0.026245117,56.17977528
13.43,-0.02532959,56.17977528
13.431,-0.024414063,56.17977528
13.432,-0.023803711,56.17977528
13.433,-0.023498535,56.17977528
13.434,-0.023193359,56.17977528
13.435,-0.023193359,56.17977528
13.436,-0.023498535,56.17977528
13.437,-0.024108887,56.17977528
13.438,-0.025024414,56.17977528
13.439,-0.025939941,56.17977528
13.44,-0.027160645,56.17977528
13.441,-0.028381348,56.17977528
13.442,-0.029602051,56.17977528
13.443,-0.030822754,56.17977528
13.444,-0.031433105,56.17977528
13.445,-0.032348633,56.17977528
13.446,-0.032958984,56.17977528
13.447,-0.033569336,56.17977528
13.448,-0.033874512,56.17977528
13.449,-0.033874512,56.17977528
13.45,-0.033569336,56.17977528
13.451,-0.03326416,56.17977528
13.452,-0.032348633,56.17977528
13.453,-0.03112793,56.17977528
13.454,-0.029907227,56.17977528
13.455,-0.028076172,56.17977528
13.456,-0.026245117,56.17977528
13.457,-0.024414063,56.17977528
13.458,-0.022888184,56.17977528
13.459,-0.021362305,56.17977528
13.46,-0.019836426,56.17977528
13.461,-0.018615723,56.17977528
13.462,-0.017700195,56.17977528
13.463,-0.016784668,56.17977528
13.464,-0.016479492,56.17977528
13.465,-0.016174316,56.17977528
13.466,-0.016174316,56.17977528
13.467,-0.016479492,56.17977528
13.468,-0.01739502,56.17977528
13.469,-0.018615723,56.17977528
13.47,-0.020141602,56.17977528
13.471,-0.021362305,56.17977528
13.472,-0.023193359,56.17977528
13.473,-0.024719238,56.17977528
13.474,-0.026855469,56.17977528
13.475,-0.028686523,56.17977528
13.476,-0.030212402,56.17977528
13.477,-0.031738281,56.17977528
13.478,-0.03326416,56.17977528
13.479,-0.034484863,56.17977528
13.48,-0.035705566,56.17977528
13.481,-0.036315918,56.17977528
13.482,-0.03692627,56.17977528
13.483,-0.03692627,56.17977528
13.484,-0.036315918,56.17977528
13.485,-0.035400391,56.17977528
13.486,-0.033874512,56.17977528
13.487,-0.032043457,56.17977528
13.488,-0.029907227,56.17977528
13.489,-0.027770996,56.17977528
13.49,-0.02532959,56.17977528
13.491,-0.023193359,56.17977528
13.492,-0.021057129,56.17977528
13.493,-0.018920898,56.17977528
13.494,-0.017089844,56.17977528
13.495,-0.015258789,56.17977528
13.496,-0.01373291,56.17977528
13.497,-0.012207031,56.17977528
13.498,-0.010986328,56.17977528
13.499,-0.010375977,56.17977528
13.5,-0.010070801,56.17977528
13.501,-0.010375977,56.17977528
13.502,-0.010986328,56.17977528
13.503,-0.012207031,56.17977528
13.504,-0.013427734,56.17977528
13.505,-0.014648438,56.17977528
13.506,-0.015869141,56.17977528
13.507,-0.017089844,56.17977528
13.508,-0.018310547,56.17977528
13.509,-0.019226074,56.17977528
13.51,-0.020446777,56.17977528
13.511,-0.021362305,56.17977528
13.512,-0.022277832,56.17977528
13.513,-0.022583008,56.17977528
13.514,-0.022888184,56.17977528
13.515,-0.022583008,56.17977528
13.516,-0.02166748,56.17977528
13.517,-0.020446777,56.17977528
13.518,-0.019226074,56.17977528
13.519,-0.01739502,56.17977528
13.52,-0.015563965,56.17977528
13.521,-0.01373291,56.17977528
13.522,-0.01159668,56.17977528
13.523,-0.010070801,56.17977528
13.524,-0.008239746,56.17977528
13.525,-0.006713867,56.17977528
13.526,-0.005493164,56.17977528
13.527,-0.004577637,56.17977528
13.528,-0.004272461,56.17977528
13.529,-0.003967285,56.17977528
13.53,-0.004577637,56.17977528
13.531,-0.005187988,56.17977528
13.532,-0.006408691,56.17977528
13.533,-0.00793457,56.17977528
13.534,-0.009460449,56.17977528
13.535,-0.010986328,56.17977528
13.536,-0.012207031,56.17977528
13.537,-0.013122559,56.17977528
13.538,-0.014343262,56.17977528
13.539,-0.015258789,56.17977528
13.54,-0.016479492,56.17977528
13.541,-0.01739502,56.17977528
13.542,-0.018005371,56.17977528
13.543,-0.018615723,56.17977528
13.544,-0.018920898,56.17977528
13.545,-0.018920898,56.17977528
13.546,-0.018615723,56.17977528
13.547,-0.018310547,56.17977528
13.548,-0.017700195,56.17977528
13.549,-0.01739502,56.17977528
13.55,-0.016784668,56.17977528
13.551,-0.015869141,56.17977528
13.552,-0.015258789,56.17977528
13.553,-0.014648438,56.17977528
13.554,-0.014038086,56.17977528
13.555,-0.013427734,56.17977528
13.556,-0.012817383,56.17977528
13.557,-0.012207031,56.17977528
13.558,-0.011291504,56.17977528
13.559,-0.010681152,56.17977528
13.56,-0.009765625,56.17977528
13.561,-0.009155273,56.17977528
13.562,-0.008850098,56.17977528
13.563,-0.009155273,56.17977528
13.564,-0.009765625,56.17977528
13.565,-0.010681152,56.17977528
13.566,-0.01159668,56.17977528
13.567,-0.012817383,56.17977528
13.568,-0.014038086,56.17977528
13.569,-0.015258789,56.17977528
13.57,-0.016479492,56.17977528
13.571,-0.017700195,56.17977528
13.572,-0.018920898,56.17977528
13.573,-0.019836426,56.17977528
13.574,-0.020446777,56.17977528
13.575,-0.021057129,56.17977528
13.576,-0.021362305,56.17977528
13.577,-0.02166748,56.17977528
13.578,-0.02166748,56.17977528
13.579,-0.02166748,56.17977528
13.58,-0.021362305,56.17977528
13.581,-0.021057129,56.17977528
13.582,-0.020446777,56.17977528
13.583,-0.01953125,56.17977528
13.584,-0.018920898,56.17977528
13.585,-0.018310547,56.17977528
13.586,-0.018005371,56.17977528
13.587,-0.018005371,56.17977528
13.588,-0.018615723,56.17977528
13.589,-0.019226074,56.17977528
13.59,-0.020141602,56.17977528
13.591,-0.021057129,56.17977528
13.592,-0.022277832,56.17977528
13.593,-0.023193359,56.17977528
13.594,-0.024414063,56.17977528
13.595,-0.025024414,56.17977528
13.596,-0.025634766,56.17977528
13.597,-0.025634766,56.17977528
13.598,-0.02532959,56.17977528
13.599,-0.024719238,56.17977528
13.6,-0.023803711,56.17977528
13.601,-0.022888184,56.17977528
13.602,-0.02166748,56.17977528
13.603,-0.020141602,56.17977528
13.604,-0.018920898,56.17977528
13.605,-0.01739502,56.17977528
13.606,-0.015563965,56.17977528
13.607,-0.01373291,56.17977528
13.608,-0.011901855,56.17977528
13.609,-0.010375977,56.17977528
13.61,-0.008850098,56.17977528
13.611,-0.007629395,56.17977528
13.612,-0.007019043,56.17977528
13.613,-0.006713867,56.17977528
13.614,-0.006408691,56.17977528
13.615,-0.006713867,56.17977528
13.616,-0.006713867,56.17977528
13.617,-0.007019043,56.17977528
13.618,-0.007324219,56.17977528
13.619,-0.008239746,56.17977528
13.62,-0.008850098,56.17977528
13.621,-0.010070801,56.17977528
13.622,-0.011291504,56.17977528
13.623,-0.012512207,56.17977528
13.624,-0.01373291,56.17977528
13.625,-0.014953613,56.17977528
13.626,-0.015869141,56.17977528
13.627,-0.016479492,56.17977528
13.628,-0.017089844,56.17977528
13.629,-0.01739502,56.17977528
13.63,-0.01739502,56.17977528
13.631,-0.017700195,56.17977528
13.632,-0.018005371,56.17977528
13.633,-0.018310547,56.17977528
13.634,-0.018310547,56.17977528
13.635,-0.018005371,56.17977528
13.636,-0.01739502,56.17977528
13.637,-0.016174316,56.17977528
13.638,-0.014953613,56.17977528
13.639,-0.013427734,56.17977528
13.64,-0.01159668,56.17977528
13.641,-0.009765625,56.17977528
13.642,-0.00793457,56.17977528
13.643,-0.006103516,56.17977528
13.644,-0.004272461,56.17977528
13.645,-0.002441406,56.17977528
13.646,-0.000915527,56.17977528
13.647,0.000610352,56.17977528
13.648,0.00213623,56.17977528
13.649,0.003662109,56.17977528
13.65,0.004882813,56.17977528
13.651,0.00579834,56.17977528
13.652,0.007019043,56.17977528
13.653,0.00793457,56.17977528
13.654,0.008850098,56.17977528
13.655,0.009155273,56.17977528
13.656,0.009460449,56.17977528
13.657,0.009460449,56.17977528
13.658,0.009460449,56.17977528
13.659,0.009460449,56.17977528
13.66,0.009765625,56.17977528
13.661,0.010070801,56.17977528
13.662,0.010375977,56.17977528
13.663,0.010986328,56.17977528
13.664,0.011901855,56.17977528
13.665,0.012817383,56.17977528
13.666,0.014038086,56.17977528
13.667,0.015258789,56.17977528
13.668,0.016784668,56.17977528
13.669,0.018310547,56.17977528
13.67,0.01953125,56.17977528
13.671,0.021057129,56.17977528
13.672,0.022277832,56.17977528
13.673,0.023803711,56.17977528
13.674,0.025024414,56.17977528
13.675,0.025939941,56.17977528
13.676,0.026855469,56.17977528
13.677,0.027770996,56.17977528
13.678,0.028991699,56.17977528
13.679,0.030212402,56.17977528
13.68,0.031738281,56.17977528
13.681,0.033569336,56.17977528
13.682,0.035705566,56.17977528
13.683,0.038146973,56.17977528
13.684,0.04119873,56.17977528
13.685,0.044250488,56.17977528
13.686,0.047302246,56.17977528
13.687,0.050354004,56.17977528
13.688,0.053710938,56.17977528
13.689,0.056762695,56.17977528
13.69,0.059814453,56.17977528
13.691,0.063171387,56.17977528
13.692,0.06652832,56.17977528
13.693,0.069885254,56.17977528
13.694,0.072937012,56.17977528
13.695,0.075378418,56.17977528
13.696,0.077514648,56.17977528
13.697,0.079040527,56.17977528
13.698,0.079956055,56.17977528
13.699,0.079956055,56.17977528
13.7,0.079650879,56.17977528
13.701,0.078735352,56.17977528
13.702,0.077514648,56.17977528
13.703,0.076293945,56.17977528
13.704,0.075073242,56.17977528
13.705,0.073547363,56.17977528
13.706,0.072021484,56.17977528
13.707,0.07019043,56.17977528
13.708,0.068359375,56.17977528
13.709,0.06652832,56.17977528
13.71,0.064697266,56.17977528
13.711,0.063476563,56.17977528
13.712,0.062255859,56.17977528
13.713,0.061645508,56.17977528
13.714,0.061340332,56.17977528
13.715,0.061340332,56.17977528
13.716,0.061340332,56.17977528
13.717,0.061950684,56.17977528
13.718,0.062561035,56.17977528
13.719,0.063171387,56.17977528
13.72,0.063476563,56.17977528
13.721,0.063476563,56.17977528
13.722,0.063171387,56.17977528
13.723,0.062561035,56.17977528
13.724,0.061645508,56.17977528
13.725,0.060119629,56.17977528
13.726,0.057983398,56.17977528
13.727,0.055236816,56.17977528
13.728,0.052185059,56.17977528
13.729,0.048522949,56.17977528
13.73,0.044250488,56.17977528
13.731,0.039672852,56.17977528
13.732,0.034790039,56.17977528
13.733,0.029296875,56.17977528
13.734,0.023498535,56.17977528
13.735,0.017700195,56.17977528
13.736,0.012207031,56.17977528
13.737,0.006713867,56.17977528
13.738,0.001525879,56.17977528
13.739,-0.003356934,56.17977528
13.74,-0.007324219,56.17977528
13.741,-0.010986328,56.17977528
13.742,-0.014038086,56.17977528
13.743,-0.016784668,56.17977528
13.744,-0.018920898,56.17977528
13.745,-0.020751953,56.17977528
13.746,-0.021972656,56.17977528
13.747,-0.022888184,56.17977528
13.748,-0.023193359,56.17977528
13.749,-0.023498535,56.17977528
13.75,-0.023803711,56.17977528
13.751,-0.023803711,56.17977528
13.752,-0.023498535,56.17977528
13.753,-0.022888184,56.17977528
13.754,-0.022277832,56.17977528
13.755,-0.021362305,56.17977528
13.756,-0.020751953,56.17977528
13.757,-0.020141602,56.17977528
13.758,-0.019836426,56.17977528
13.759,-0.019836426,56.17977528
13.76,-0.019836426,56.17977528
13.761,-0.020141602,56.17977528
13.762,-0.020446777,56.17977528
13.763,-0.020751953,56.17977528
13.764,-0.021057129,56.17977528
13.765,-0.02166748,56.17977528
13.766,-0.021972656,56.17977528
13.767,-0.022888184,56.17977528
13.768,-0.024108887,56.17977528
13.769,-0.025634766,56.17977528
13.77,-0.027160645,56.17977528
13.771,-0.028991699,56.17977528
13.772,-0.030822754,56.17977528
13.773,-0.032653809,56.17977528
13.774,-0.034179688,56.17977528
13.775,-0.035400391,56.17977528
13.776,-0.036621094,56.17977528
13.777,-0.037536621,56.17977528
13.778,-0.038452148,56.17977528
13.779,-0.039367676,56.17977528
13.78,-0.039978027,56.17977528
13.781,-0.040283203,56.17977528
13.782,-0.040283203,56.17977528
13.783,-0.040283203,56.17977528
13.784,-0.039978027,56.17977528
13.785,-0.039978027,56.17977528
13.786,-0.039672852,56.17977528
13.787,-0.039672852,56.17977528
13.788,-0.039367676,56.17977528
13.789,-0.0390625,56.17977528
13.79,-0.038452148,56.17977528
13.791,-0.037841797,56.17977528
13.792,-0.03692627,56.17977528
13.793,-0.036315918,56.17977528
13.794,-0.035705566,56.17977528
13.795,-0.035095215,56.17977528
13.796,-0.034484863,56.17977528
13.797,-0.033874512,56.17977528
13.798,-0.033569336,56.17977528
13.799,-0.034179688,56.17977528
13.8,-0.034790039,56.17977528
13.801,-0.035705566,56.17977528
13.802,-0.03692627,56.17977528
13.803,-0.037841797,56.17977528
13.804,-0.0390625,56.17977528
13.805,-0.040283203,56.17977528
13.806,-0.041503906,56.17977528
13.807,-0.043334961,56.17977528
13.808,-0.045166016,56.17977528
13.809,-0.047302246,56.17977528
13.81,-0.049133301,56.17977528
13.811,-0.051269531,56.17977528
13.812,-0.053405762,56.17977528
13.813,-0.055847168,56.17977528
13.814,-0.05859375,56.17977528
13.815,-0.061340332,56.17977528
13.816,-0.064697266,56.17977528
13.817,-0.068664551,56.17977528
13.818,-0.073242188,56.17977528
13.819,-0.078125,56.17977528
13.82,-0.083618164,56.17977528
13.821,-0.08972168,56.17977528
13.822,-0.096435547,56.17977528
13.823,-0.103759766,56.17977528
